(1, 0.039406)
(2, 0.048356)
(3, 0.029727)
(4, 0.023393)
(5, 0.017657)
(6, 0.015022)
(7, 0.014481)
(8, 0.011753)
(9, 0.010333)
(10, 0.011734)
(11, 0.010931)
(12, 0.011416)
(13, 0.009137)
(14, 0.008576)
(15, 0.007904)
(16, 0.006091)
(17, 0.005325)
(18, 0.005101)
(19, 0.004185)
(20, 0.003307)
(21, 0.002915)
(22, 0.002859)
(23, 0.002074)
(24, 0.002242)
(25, 0.001121)
(26, 0.000859)
(27, 0.001364)
(28, 0.001028)
(29, 0.000411)
(30, 0.000504)
(31, 0.000654)
(32, 0.000411)
(33, 0.000262)
(34, -0.000000)
(35, -0.000280)
(36, -0.000243)
(37, 0.000000)
(38, 0.000037)
(39, 0.000149)
(40, 0.000056)
(41, 0.000000)
(42, -0.000037)
(43, 0.000019)
(44, 0.000019)
(45, -0.000374)
(46, 0.000187)
(47, 0.000000)
(48, 0.000374)
(49, 0.000523)
