(1, 0.020123)
(2, 0.055960)
(3, 0.078737)
(4, 0.094806)
(5, 0.112089)
(6, 0.128382)
(7, 0.149701)
(8, 0.173655)
(9, 0.201719)
(10, 0.231371)
(11, 0.264537)
(12, 0.303643)
(13, 0.347029)
(14, 0.389107)
(15, 0.433221)
(16, 0.477242)
(17, 0.521151)
(18, 0.561753)
(19, 0.596786)
(20, 0.630736)
(21, 0.662930)
(22, 0.690452)
(23, 0.715732)
(24, 0.738397)
(25, 0.758576)
(26, 0.776495)
(27, 0.791984)
(28, 0.804783)
(29, 0.815060)
(30, 0.824869)
(31, 0.832791)
(32, 0.839873)
(33, 0.846394)
(34, 0.852635)
(35, 0.858034)
(36, 0.862519)
(37, 0.866910)
(38, 0.870460)
(39, 0.873188)
(40, 0.875430)
(41, 0.877186)
(42, 0.878457)
(43, 0.879522)
(44, 0.880680)
(45, 0.881670)
(46, 0.882474)
(47, 0.882941)
(48, 0.883688)
(49, 0.884249)
