(1, 0.034081)
(2, 0.043143)
(3, 0.027261)
(4, 0.020030)
(5, 0.014910)
(6, 0.011715)
(7, 0.013303)
(8, 0.010688)
(9, 0.008819)
(10, 0.010108)
(11, 0.009978)
(12, 0.010015)
(13, 0.007455)
(14, 0.007007)
(15, 0.006726)
(16, 0.005811)
(17, 0.005045)
(18, 0.005045)
(19, 0.004466)
(20, 0.003139)
(21, 0.002747)
(22, 0.001570)
(23, 0.001570)
(24, 0.001177)
(25, 0.001794)
(26, 0.001196)
(27, 0.001308)
(28, 0.000859)
(29, 0.000411)
(30, 0.000617)
(31, 0.000654)
(32, 0.000187)
(33, 0.000486)
(34, 0.000168)
(35, 0.000392)
(36, -0.000131)
(37, 0.000000)
(38, -0.000131)
(39, 0.000262)
(40, 0.000280)
(41, -0.000000)
(42, -0.000037)
(43, -0.000037)
(44, -0.000037)
(45, -0.000093)
(46, 0.000243)
(47, 0.000056)
(48, 0.000318)
(49, 0.000131)
