(1, 0.017003)
(2, 0.052280)
(3, 0.072291)
(4, 0.083782)
(5, 0.094600)
(6, 0.106203)
(7, 0.121618)
(8, 0.141181)
(9, 0.163210)
(10, 0.189387)
(11, 0.218834)
(12, 0.251046)
(13, 0.288696)
(14, 0.328980)
(15, 0.369058)
(16, 0.413005)
(17, 0.455549)
(18, 0.496357)
(19, 0.531895)
(20, 0.563752)
(21, 0.592769)
(22, 0.618460)
(23, 0.642414)
(24, 0.664294)
(25, 0.683651)
(26, 0.700000)
(27, 0.713360)
(28, 0.724253)
(29, 0.733744)
(30, 0.741050)
(31, 0.748001)
(32, 0.753438)
(33, 0.758445)
(34, 0.762668)
(35, 0.766442)
(36, 0.769937)
(37, 0.772515)
(38, 0.774944)
(39, 0.776663)
(40, 0.778475)
(41, 0.779951)
(42, 0.780998)
(43, 0.781577)
(44, 0.782530)
(45, 0.783389)
(46, 0.784324)
(47, 0.785015)
(48, 0.785538)
(49, 0.786005)
