(1, 0.022907)
(2, 0.038042)
(3, 0.022272)
(4, 0.013472)
(5, 0.016480)
(6, 0.016424)
(7, 0.020441)
(8, 0.023767)
(9, 0.026812)
(10, 0.031614)
(11, 0.034305)
(12, 0.037799)
(13, 0.039182)
(14, 0.039350)
(15, 0.039537)
(16, 0.037706)
(17, 0.036734)
(18, 0.032343)
(19, 0.028830)
(20, 0.028008)
(21, 0.026084)
(22, 0.022683)
(23, 0.020833)
(24, 0.019096)
(25, 0.017395)
(26, 0.014966)
(27, 0.013359)
(28, 0.011192)
(29, 0.010407)
(30, 0.009193)
(31, 0.007586)
(32, 0.006577)
(33, 0.005344)
(34, 0.004484)
(35, 0.003868)
(36, 0.003494)
(37, 0.002840)
(38, 0.003120)
(39, 0.002336)
(40, 0.002149)
(41, 0.001794)
(42, 0.001308)
(43, 0.001457)
(44, 0.001439)
(45, 0.000878)
(46, 0.000729)
(47, 0.000579)
(48, 0.000561)
(49, 0.000056)
